verdict,product,file,category,overlap,brand_on_pack,text_found
ok,Dds Sugar 500 G,dds-sugar-500-g.jpg,Sweeteners,0.5,,DEVELOPED DEVELOPED WITH WITH DLABLISS DIABLISS LOWGLYCEMICINDEXFOODS LOWGLYCEMICINDEXFOODS First of its kind First of its kind GoodnessofHerbslExtracts GoodnessofHerbalExtracts Sugar Sugar Perfectfora fora DEVELOPED DEVELOPED WITH WITH etothe DLABLISS DIABLISS LOWGLYCEMICINDEXFOODS LOWGLYCEMICINDEX
ok,Darling Turmeric 50G,darling-turmeric-50g.jpg,Spices & Masalas,0.5,,Darling Darling CHILLIPOWDER CORANDERPOWDER Darling Darling GARAMMASALA TURMERICPOWDER
ok,Dds Jeera 250G,dds-jeera-250g.jpg,Spices & Masalas,0.5,,"OLD INDIA SPICEMASTER'SCHOICE PREMIUMQUALITY Dhana Jeera Country of Origin:UK Net Wt:250ge Nutritional Information per 100g Ingredients: Energy (K) 1481 Coriander,Cumin,Turmerlc, Cloves Kcal 354 Fat(o) 18 ofwhich saturates(g) 80 Carbohydrate(g) ofwhich sugar(g) Protein(g) 13 Salt(g) 0.14 Allergens: "
ok,Levista Premium 8G,levista-premium-8g.jpg,Tea & Coffee,0.5,,Levista lnstant Cofleeo
ok,Ponds Sandal 100 G(s),ponds-sandal-100-g-s.jpg,Personal Care,0.5,,POND'S NATURAL SUNSCREEN talcumpowder radiance SANDAL
ok,Choki Choki Cho Milk,choki-choki-cho-milk.jpg,Dairy & Fats,0.5,,choki choki Chococashew Contet 100 600g)
ok,Scotch Brite Sponge Wipe,scotch-brite-sponge-wipe.jpg,Household,0.5,,SCRUB SPONGES NON-SCRATCH Scotch- SCRUBSPONGE Brite. Cleaning Powerfor EverydayJobs SAFEON:NON-STICKCOOKWARE.COUNTERTOPS.SHOWERS.TUBS.ANDMORE! AMERICASBEST-SELLING 3M NON-SCRATCHSCRUBSPONGE
ok,Exo Bar-5rs,exo-bar-5rs.jpg,Household,0.5,,"CRICKET PROTEIN BAR 14g PROTEIN PEANUT BUTTER GLUTEN & DAIRY FREE CHOCOLATECHIP 12X1.80Z（50g)BARS,NETWT21.60Z（600g）"
ok,Scotch Brite Spong Wipe,scotch-brite-spong-wipe.jpg,Household,0.5,,SCRUB SPONGES NON-SCRATCH Scotch- SCRUBSPONGE Brite. Cleaning Powerfor EverydayJobs SAFEON:NON-STICKCOOKWARE.COUNTERTOPS.SHOWERS.TUBS.ANDMORE! AMERICASBEST-SELLING 3M NON-SCRATCHSCRUBSPONGE
ok,Exo Bar-10rs,exo-bar-10rs.jpg,Household,0.5,,"CRICKET PROTEIN BAR 14g PROTEIN PEANUT BUTTER GLUTEN & DAIRY FREE CHOCOLATECHIP 12X1.80Z（50g)BARS,NETWT21.60Z（600g）"
ok,Fab Liquid 825g,fab-liquid-825g.jpg,Household,0.5,,92%Biodegradable Ingredients 50%recycledbottle Fab Fabulously Clean... FabulouslyFresh Fresh Blossom
ok,Fab Liquid 10rs,fab-liquid-10rs.jpg,Household,0.5,,92%Biodegradable Ingredients 50%recycledbottle Fab Fabulously Clean... FabulouslyFresh Fresh Blossom
ok,Diet Coke 300 Ml,diet-coke-300-ml.jpg,Beverages,0.5,,Coke Coke Coke Die
ok,Lipton Green Tea Hn Lem100g,lipton-green-tea-hn-lem100g.jpg,Tea & Coffee,0.5,,ROSDAILYYALUE ANTIOXIDANT VITAMINC PRROZ Lipton DIETGREEN TEA MIXEDBEFRY FLAVORWITHOTHERNATURALFLAVORS
ok,Mtr Rava Dosa Mix 500 G,mtr-rava-dosa-mix-500-g.jpg,Rice & Cereals,0.5,,MP Rava Dosa ORIGINAL Breakfastme
ok,Kel Museli Fruit & Nut 275 G,kel-museli-fruit-nut-275-g.jpg,Bakery & Snacks,0.5,,"GLUTEN FREE Crispy Deluxe Fruit&Nut Muesli Toastedflakeswithvine fruits&dates,roastednuts, seeds&cinnamon VVeganfriendly V.Over40%fruit&seeds Noartificial colours orflavours HEALTHSTAR RATING"
ok,Kelloggs Muesli,kelloggs-muesli.jpg,Bakery & Snacks,0.5,,"MUESLI 259.00 Total -259.00 PAPAYA,RAISINS PUMPKINSEEDS CRANBERRIES, ALMONDS& KIS WITH IUT&SI OATS,W BARLEI GRAINS"
ok,True Element Rolled Oats 1.2kg,true-element-rolled-oats-1-2kg.jpg,Bakery & Snacks,0.5,,True Elements READY-TO-COOK BREAKFAST STEEL CUT OATS 100%WHOLEGRAIN product has a
ok,Fair And Handsome 15G,fair-and-handsome-15g.jpg,Personal Care,0.5,,emami FAIRAND HANDSOME ADVANCED WHITENING REFRESHING FACEWASH ACTIFAIRPEPTIDE WEEKS VISIBLYLIGHTERGHYDRATED SKIN FOR NORMALTODRY SKIN
ok,Ponds Magic 40g(s),ponds-magic-40g-s.jpg,Personal Care,0.5,,POND' MAGIC freshness talcum powder ACACIA HONEY 50g
ok,Ponds Magic 80g(s),ponds-magic-80g-s.jpg,Personal Care,0.5,,POND' MAGIC freshness talcum powder ACACIA HONEY 50g
ok,Doms Pencil-60,doms-pencil-60.jpg,Toys & Stationery,0.5,,DOMS EVERYAMBITIONNEEDS PREPARATION DRAWING PENCILS Hi-Precision for Sketching TELEPHONE SKETCH TOOL HB2B4B6B8B10B ONEERASER INSIDETHISPACK
ok,Ponds Talc 10rs,ponds-talc-10rs.jpg,Personal Care,0.5,,POND'S DREAMFLOWER Fragrant Talc PinkLily 2009 2020/6/13 16:47
ok,Chings Green Chilli Sauce 90G,chings-green-chilli-sauce-90g.jpg,Salt & Condiments,0.5,,Meal time GREEN CHIILI SAUCE
ok,Winkies Cake 30rs,winkies-cake-30rs.jpg,Bakery & Snacks,0.5,,"winkies WithRaisin&Tur FORI PROPRIETARYFOODCAKE7.2.1 259 NETWEIGHT: MRP: A54N5155420,INS412),RAISINGAGENT[BAKINGPOWDERANDINS500()] (INCLOFALLTAXES）（#Pe ARIFCALFAIORANILLA),DIBLECOMMONSALTPEERVAIVES（INS282INS200 NS2WACIDITREGULATOR（INS260).EMULSIFIER（INS471)STABILIZER（INS412AND LOT NO.. NS41NATURE-DE"
ok,Engage On Man Pocket Perfume,engage-on-man-pocket-perfume.jpg,Personal Care,0.5,,ENCAGE ENGAGE MAN NGAGE ORIGINAL POCKETPERFUME
ok,Exo Bar-30rs,exo-bar-30rs.jpg,Household,0.5,,"CRICKET PROTEIN BAR 14g PROTEIN PEANUT BUTTER GLUTEN & DAIRY FREE CHOCOLATECHIP 12X1.80Z（50g)BARS,NETWT21.60Z（600g）"
ok,Winkies Cake 60rs,winkies-cake-60rs.jpg,Bakery & Snacks,0.5,,"winkies WithRaisin&Tur FORI PROPRIETARYFOODCAKE7.2.1 259 NETWEIGHT: MRP: A54N5155420,INS412),RAISINGAGENT[BAKINGPOWDERANDINS500()] (INCLOFALLTAXES）（#Pe ARIFCALFAIORANILLA),DIBLECOMMONSALTPEERVAIVES（INS282INS200 NS2WACIDITREGULATOR（INS260).EMULSIFIER（INS471)STABILIZER（INS412AND LOT NO.. NS41NATURE-DE"
ok,Chings Red Chilli Sauce 90G,chings-red-chilli-sauce-90g.jpg,Salt & Condiments,0.5,,清密 dhing's SECRET Red Chiili Sauce SAUCEAU ROUGE 5802170ml Desi Chinesd
ok,Chik Egg 80ml,chik-egg-80ml.jpg,Vegetables & Fruits,0.5,,Below CHIK IIPROTEIN SOLUTIONS Hairfall Prevent Shampoo EggWhite Protein For Thick and Healthy Hair
ok,Chings Red Chilli Sauce 200g,chings-red-chilli-sauce-200g.jpg,Salt & Condiments,0.5,,清密 dhing's SECRET Red Chiili Sauce SAUCEAU ROUGE 5802170ml Desi Chinesd
ok,Mtr Sambar 100 G,mtr-sambar-100-g.jpg,Spices & Masalas,0.5,,Sambar Powder Meal Time ORINAL South Indian way. 200g
ok,Fair And Handsome 60 G,fair-and-handsome-60-g.jpg,Personal Care,0.5,,emami FAIRAND HANDSOME ADVANCED WHITENING REFRESHING FACEWASH ACTIFAIRPEPTIDE WEEKS VISIBLYLIGHTERGHYDRATED SKIN FOR NORMALTODRY SKIN
ok,Doms Pencil-70,doms-pencil-70.jpg,Toys & Stationery,0.5,,DOMS EVERYAMBITIONNEEDS PREPARATION DRAWING PENCILS Hi-Precision for Sketching TELEPHONE SKETCH TOOL HB2B4B6B8B10B ONEERASER INSIDETHISPACK
ok,Hald Corn Flake Mixture,hald-corn-flake-mixture.jpg,Bakery & Snacks,0.5,,INDIAN SNACKS/COLLATIONS NDIENNES CORNFLAKESMIXTUR Corn Flakes Mixture/Flocons de mais Melange batos Sa euxMela
ok,Happy Green Chilli Sauce.,happy-green-chilli-sauce.jpg,Salt & Condiments,0.5,,Meal time GREEN CHIILI SAUCE
ok,Smith&Jones Gin Gar Paste200G,smith-jones-gin-gar-paste200g.jpg,Spices & Masalas,0.6,,INDIA'SNO.1* COOKING PASTE SMITH&JONES VeryVeryTasty! Ginger Garlic THICK Paste COARSE KHUSHBUDAR
ok,Dds Dry Yeast100G,dds-dry-yeast100g.jpg,Bakery & Snacks,0.67,,food Active Instant Dry Yeast MRP. TK. :150 MfgDate:18-05-2024 Exp.Date:365days from Mfg Weight :-100g
ok,Corn Puffs Masala,corn-puffs-masala.jpg,Bakery & Snacks,0.67,,CORN PUFF BALLS Masala Chatpata FLAVOUR NAMKEEN
ok,Unibic Oats Diges 10Rs,unibic-oats-diges-10rs.jpg,Bakery & Snacks,0.67,,SUPER Oats Digestive UNIBIC SAVER 1kg 20 BICALICIOUS!YEARS Maida 30% DAILY FIBRE MADEWITH AUSTRALIANOATS Creative Visualization Cookies
ok,Idhayam Gin Oil 500 Ml(S),idhayam-gin-oil-500-ml-s.jpg,Cooking Oils,0.67,,IDHAYAM GINGELLY OIL mem
ok,Maharaja G Nut Oil 500G Pouch,maharaja-g-nut-oil-500g-pouch.jpg,Cooking Oils,0.67,,GOLD maharaja AGMARK COLD PRESSED GROUNDNUT OIL 5e
ok,Grb Ghee 50Jar,grb-ghee-50jar.png,Dairy & Fats,0.67,,CerletCosp GRB UDHAYAM GHEE 500mk
ok,Lotte Choco Pie12Packs,lotte-choco-pie12packs.jpg,Chocolates & Candies,0.67,,ORIGINAL QLOTTE Happy Maments Lotte Choco Pie withRichMarshmallow PremiumQuality INDIA'S *No. 100%VEGETARIAN CHOCOPIE X12
ok,Mr.Gold Gn Oil 1Lt,mr-gold-gn-oil-1lt.jpg,Cooking Oils,0.67,,AGMARK GROUNDNUTOIL GRADE-1 Mr.GOLD GROUNDNUT OIL Theoilfortaste 100%
ok,Lion Kimjo Dates500G,lion-kimjo-dates500g.jpg,Dry Fruits & Nuts,0.67,,RICHN LION FIBERS NGKFBER Dates RICH Makes your day complete ZERO 10%natural.dates. brtlorttatng
ok,Aer Pocket Tangy,aer-pocket-tangy.jpg,Household,0.67,,power aer 30 JPTO pocket DAYS germ protection long-lasting bathroom fragrance tangyedelight
ok,Ban Lip Balm,ban-lip-balm.jpg,Personal Care,0.67,,100%NATURE 30 AZEN Pack 100%Natunud LIPBALM MOISTURIZING 10 flavors AND SOOTHING NETWT:0.17 oz/each SAFETY SAFETY SAFETY SAFETY SAFETY SAFETY SAFETY SAFETY SAFETY SAFETY SEAL SEAL SEAL SEAL SEAL SEAL SEAL SEAL SEAL NEW.0.1702/4.8 NEW.0.1702/4.89 SAFETY NEW.0.17O7/4. NETWT.0.17.01/4.80 NETW.0.17.02/4
ok,Puff Rice Round,puff-rice-round.jpg,Bakery & Snacks,0.67,,FREE GIFTINSIDE SFP Rice Puff Masala ±5/- oey
ok,Vasavi Banana Chips,vasavi-banana-chips.jpg,Bakery & Snacks,0.67,,Viswas Banana Chips Bananenchips IChips di banana
ok,Milk Beda Spl Sr Arasan,milk-beda-spl-sr-arasan.jpg,Dairy & Fats,0.67,,Milk Beda
ok,Lotte Caramilk Stick,lotte-caramilk-stick.jpg,Chocolates & Candies,0.67,,JESTIIORETINONTASFEON XANEACTUR LOTTE Caramilk
ok,Unibic Orange Splash10,unibic-orange-splash10.png,Bakery & Snacks,0.67,,SUPE SAWER PLCKR UNIBIC splash
ok,Grb Soan Cake100G,grb-soan-cake100g.jpg,Bakery & Snacks,0.67,,GRB Cake Coan Maathwsbering classic stasy
ok,Dds Orid Dhall 1 Kg,dds-orid-dhall-1-kg.jpg,Pulses & Grains,0.67,,JDS Orid Dhall C NENNUMERA
ok,Him Fairness Cream25G,him-fairness-cream25g.jpg,Personal Care,0.67,,Him Herbal FAIRNESS CREAM HimHerbal for FAIRNESSCREAM MEN MEN COMPLETEFAIRNESSSOLUTO FORMALESKIN OLFRE LOY COMPLETEFAIRNESSSOLUTION FORMALESKIN OILFREELOOK DARKSPOTREDUCTION VISIBLEFAIRSKIN
ok,Dds Corn Flour 500G,dds-corn-flour-500g.png,Rice & Cereals,0.67,,401- -50c9m 06125 SEP Corn Flour 271000151 R.R.BUSINESS
ok,Natchiyar Peanut Candy,natchiyar-peanut-candy.jpg,Sweeteners,0.67,,Nutsara PEANUT CANDY BAR
ok,Power Bath Sandal,power-bath-sandal.jpg,Personal Care,0.67,,BUY5 GET1 FREE Nature (5Nx100g) POWER +1N x100gFree TEM BeautySoap Sandal
ok,Dds Varagu Rice500G,dds-varagu-rice500g.png,Rice & Cereals,0.67,,10% VARAGU RICE Adds Strength to Nervous System 2L60 6T60)L60)w G60ms(bD Jby DotLssnS 6lgyl GsSLD. 100% Natural
ok,Indiagate Basmathi Super,indiagate-basmathi-super.jpg,Rice & Cereals,0.67,,KRBLimited &BASMATIRICEEXPORTER INDIA GATE BASMATI RICE Super net weight 1 kg
ok,Flair Correction Pen,flair-correction-pen.jpg,Toys & Stationery,0.67,,Correctio Pen/cp250 We take care of your errors
ok,Power Bath Herbal,power-bath-herbal.jpg,Personal Care,0.67,,Ayurvedic Herbal Bath Powder
ok,Savlon Handwash 200Ml Pump,savlon-handwash-200ml-pump.jpg,Personal Care,0.67,,Savlon DEEP CLEAN GERMPROTECTION HANDWASH MILLION
ok,Kan Pooja Powder,kan-pooja-powder.jpg,Pooja & Religious,0.67,,For Pooja Purpose ShivCan Suganda Poojan Powder Super Quaeity
ok,Mysore Sandal Dhoop,mysore-sandal-dhoop.jpg,Pooja & Religious,0.67,,MysoreSandal Dhoop Prog naturaland traditional inrense sandal
ok,Luxor Pre Notebook,luxor-pre-notebook.jpg,Toys & Stationery,0.67,,"CONVERGE WORK.THESMARTERWAY. PREMIUM NOTEBOOKSERIES SUBJECT NOTEBOOK INDIA'SFINESTULTRAWHITEPAPER DURABLEWATERPROOFPOLYCOVER MICROPERFORATEDSHEETSFOREASYTEAR-OFF INTERNATIONALQUALITY7OGSMPAPER PENHOLDERON BACKCOVER SNAGFREETWINWIRO BINDING strictGoutamBudhNigaUarPredeshiad nsion,Noida-201305 ermants"
ok,Dds Green Gram 500 G,dds-green-gram-500-g.png,Pulses & Grains,0.67,,ar Gold GREEN GRAM Litahuum! 2500g
ok,Annai Dosa Mix800G,annai-dosa-mix800g.jpg,Ready to Cook,0.67,,DOSA MIX
ok,Dds Bullet Raw1Kg,dds-bullet-raw1kg.jpg,Rice & Cereals,0.67,,ZOWFOODS COW FOODS BULLET RAW PREMIUMRICE BULLET RAW 25kg PRODUCTOFINDIA
ok,Kr Bajra Flour 500G(Kambu),kr-bajra-flour-500g-kambu.png,Rice & Cereals,0.67,,BAJRA FLOUR Taste in Tradition
ok,Vayal Snana Powder100G,vayal-snana-powder100g.png,Personal Care,0.67,,"Idcau forlethargyisrefrestingadlom KP Composition %ST9 4.tmpsskinlastiy&eCel 6.25% 6.25% 6.25% 6.25% padikk 6.25% 6.25% KAVIRAJ 6.25% 6.25% 6.25% 6.25% SNANA POWDER 6.25% 6.25% 6.25% 6.25% 6.25% Mfg, By. MigLic.No:746/17 Kavinaj Pharmaucntcs 190,Kn D T inlesiguiQunyig Eode-638115.TNak ForCoeplin：990"
ok,Navi Gram Flour 500G,navi-gram-flour-500g.jpg,Pulses & Grains,0.67,,Pack 100% Guaranteed Quality 5o0g Gram Flour
ok,Aro Red Rice 500G,aro-red-rice-500g.jpg,Rice & Cereals,0.67,,PRO NATURE 100%ORGANIC No GMO used in production ORGANIC Red Beaten Rice (Red Poha 500 g MO PRO NATURE 100%ORGANIC
ok,Dds White Til 100 G,dds-white-til-100-g.jpg,Spices & Masalas,0.67,,DDS Spic Preanium WHITE PEPER POWDER 100%Pure THENATURALTASTEOFINDIA
ok,Meera Shi&Badam 2X16,meera-shi-badam-2x16.jpg,Personal Care,0.67,,meera INSPIRED BY TRADITION HAIRFALL CARE SHAMPOO LOCK with SHIKAKAI&BADAM
ok,Pears Pure&Gen100G,pears-pure-gen100g.webp,Personal Care,0.67,,Pears Pure and Gentle 98% Pure Glycerin & Natural Oils Look Young Stay Young ea S.fr
ok,Delmonte Tom Ketchup450G,delmonte-tom-ketchup450g.jpg,Salt & Condiments,0.67,,Delmonte Ouality TOMATO KETCHUP CLASSICBLEND
ok,Sac Flora Bathi 55Rs,sac-flora-bathi-55rs.jpg,Pooja & Religious,0.67,,Sai Baba Flora Bathi
ok,Dds Gundu Chilli-250G,dds-gundu-chilli-250g.jpg,Spices & Masalas,0.67,,"Organic One 250gms MRKEIN INOIR GUNDU CHILLI (DryBoriyaRedChilli Whole) Repacked&Marketedby NetWeight250g SHAMITHTRADERS Packedon:JAN2025 #347.7thMain,ITi LayoutMallathall Max.Retail Price:500.00 Bangalore-560056. CustomerCare:+917892972060 BESTBEFORENINEMONTHSFROMPACKAGING E-maill:shamithtraders7@g"
ok,Meera Powder 10X3.5,meera-powder-10x3-5.jpg,Personal Care,0.67,,READY TOMIX meera INSPIRED BY TRADITION HERBAL HAIRWASH POWDER with 7NATURAL HERBS
ok,Dds Raw Rice 1Kg,dds-raw-rice-1kg.jpg,Rice & Cereals,0.67,,RED RAW RICE Red Paw Reis RisoRed RawiRedRavRis 1kg
ok,Vim Floor Cleaner 1.8l,vim-floor-cleaner-1-8l.jpg,Household,0.67,,ULTRAPrO FLOOR CLEANER REMOVALOF 100% TOUGH STAINSA Gem Spa-llke Removalt Fragrance FrenchLavender withSage
ok,Maggi Atta Noodles 30rs,maggi-atta-noodles-30rs.jpg,Pasta & Noodles,0.67,,masala VEG ATTA neodles TRULY GOOD Withthedeliciousness of20spices&herbs your Favourite MAGe noodles is alsoa source o ProteinFiben Iron!
ok,Vim Floor Cleaner 500ml,vim-floor-cleaner-500ml.jpg,Household,0.67,,ULTRAPrO FLOOR CLEANER REMOVALOF 100% TOUGH STAINSA Gem Spa-llke Removalt Fragrance FrenchLavender withSage
ok,Top Ramen Curry 280 G,top-ramen-curry-280-g.jpg,Pasta & Noodles,0.67,,IN TOP RAMEN burry GENSONINGMIXINSIDE JONTENYS
ok,Chings Chilli Vinegar,chings-chilli-vinegar.jpg,Salt & Condiments,0.67,,CAPTAL Ching's SECRET Chilli Vinegar Synthetic (Prepart acetica esi Inese
ok,Harima Cooker Cake Mix 250g,harima-cooker-cake-mix-250g.jpg,Bakery & Snacks,0.75,,Cooker Cake Vanilla Mix Flavour 35MINS Serving Suggestion MAKES6 CAKE SLICES INCOOKER
ok,Knorr Thick Tomato Soup,knorr-thick-tomato-soup.jpg,Vegetables & Fruits,0.75,,FREE Kmo Crunchy Thick Tomato Soup Croutons with 100% Real Vegetables Noadded Preservatives portion 525g) GDA Serves4
ok,Brit Pure Magic 40,brit-pure-magic-40.jpg,Bakery & Snacks,1.0,,BRITANNIA BISCUIT Pure Puro Pure Nagic Magie Magic CHOCO TARTS RICH CHOCO FILLED COOKIE TART
ok,Par Hide&Seek Ch,par-hide-seek-ch.jpg,Bakery & Snacks,1.0,,PARLE MADEWITHTHEWORLDS fnesoChocolates HIDE WORLD'SBESTMOULDED Chocolate ChipCookies
ok,Puff Rice 250G,puff-rice-250g.jpg,Bakery & Snacks,1.0,,FREE GIFTINSIDE SFP Rice Puff Masala ±5/- oey
ok,Sunfeast Dark F Ch Cr30,sunfeast-dark-f-ch-cr30.jpg,Bakery & Snacks,1.0,,Dark 22 ROLLS INSIDE unfeast Fantasy Dark Fantasy Choco Rolls Choco Rolls RICH CREME FILLED withChocolatenotes WAFERBISCUITS
ok,Appy Fizz 20Rs,appy-fizz-20rs.jpg,Beverages,1.0,,FIZZ appy
ok,Munch -5,munch-5.jpg,Chocolates & Candies,1.0,,17 CRUNCHY TREATS Nestle munch BITES Coated wafer Creative Visualization
ok,Max Protein 80,max-protein-80.png,Health & Wellness,1.0,,MAX PROTEIN. TOSARPEOTEEGOSLAC MAX PROTEIN. RROSBIN
ok,Kiwi Express Neutral,kiwi-express-neutral.jpg,Household,1.0,,KIWI 100% 50% EXPRESS Instant Shine Sponge Eponge Autolustrante NEUTRAL NEUTRE
ok,Maggi Pazzta Tamato Twist,maggi-pazzta-tamato-twist.jpg,Pasta & Noodles,1.0,,"PALLTA Maggi CHEESY TOMATOTWIST TRULY GOOD TASTEMAKERINSIDE ItalianStyle Pasta"" Madewith Quality IngRedients 100"".Suji/Rawa"""" sereis 1pack"
ok,Dove Shampoo Dan2X16,dove-shampoo-dan2x16.jpg,Personal Care,1.0,,Dove NUTRUIWE Dove Dove Dove Dove Oxyend Nouretment NOURITONE SHAMPOC Hai HAIRO Power HarFol Straight Rescue+ &. Silky Intense SHAMPOO SHAMPOO Ropai SHAMPOO Nourishing On Care SHAVPOO
ok,Brit Croissant Creme Roll,brit-croissant-creme-roll.jpg,Bakery & Snacks,1.0,,BRITANNIA Treat CROISSANT VANILLA CREME CROISSANT 45g
ok,Brit Marie Gold 20Rs,brit-marie-gold-20rs.jpg,Bakery & Snacks,1.0,,marieGoLD BRITANNIA BRITANNIA BRITANNIA marie GOLD Tero froeto
ok,Hide & Seek Choco Rolls,hide-seek-choco-rolls.jpg,Bakery & Snacks,1.0,,&SEEK TM PARLE HIDE PLATINA CHOCOROLLS BISCUITS
ok,Kur Kure 10Rs,kur-kure-10rs.jpg,Bakery & Snacks,1.0,,WITH GINGELLY OIL Kurkure MASALA MUNCH PerServe (30g) Energy 166kcal NAMKEEN ofAdult'sGDAt
ok,Dairy Milk 10Rs,dairy-milk-10rs.jpg,Chocolates & Candies,1.0,,"10%Extra Dadbury Dairy Milk, PerPack Calories 4% CHOCOLATEGDA"
ok,Milky Bar Choo-5,milky-bar-choo-5.jpg,Chocolates & Candies,1.0,,fiavour Milky Miikybar Mikybar
ok,Munch 10Rs,munch-10rs.jpg,Chocolates & Candies,1.0,,munch Nestie NUTS munch Nestie NUTS
ok,Grb Ghee 10Rs,grb-ghee-10rs.jpg,Dairy & Fats,1.0,,AROMA RETENTION PACK AGMARKGHEE GRB hmod go uhg GHEE NUTRITIONALINFORMATION(ABIO Senmgsepackage:13 Sening sze:14g Net Quantty: ：200ml
ok,Milk Maid190G Pouch,milk-maid190g-pouch.jpg,Dairy & Fats,1.0,,Easy Pour Pack Nestle. Milkmaid mini 100-recipes@milkmaid.in
ok,Jun Horlicks Van200G,jun-horlicks-van200g.jpg,Health & Wellness,1.0,,Horlicks DRA ACTIVEBRAIN HEIGHTGAIN WANLLA
ok,Ariel Liq 10Rs,ariel-liq-10rs.jpg,Household,1.0,,1WASHSACHET 10/- ARIEL MATIC FRONTLOAD LIQUID DETERGENT
ok,Dazzl 500Ml,dazzl-500ml.jpg,Household,1.0,,DAZZL Anti-bacterial GLASSe 411 KRLS9.08GCRMS eakdiecshine Kiosdistsuaylonge Cutshrcaghaintogroae
ok,Harpic 500 Ml,harpic-500-ml.png,Household,1.0,,HARPIC KILLS %6666 OFGERMS POWERPLUS 10X ADVANCED SMINSACTION ORIGINAL FRESH 500 ml
ok,Chik Th&Gl Black100Ml,chik-th-gl-black100ml.jpg,Personal Care,1.0,,50%EXTRA CHIK Protein Therapy SHAMPOO Strong&Black 2XStronger black tea a Black Shine flax seeds
ok,Dabur Gulabari 400Ml,dabur-gulabari-400ml.jpg,Personal Care,1.0,,GULABARIROSEWATER (PACKOF1) Dabur Gulabari PREMIUM Royellaper ALLSKIN 400 ml
ok,Goodday Cashew 5Rs,goodday-cashew-5rs.jpg,Bakery & Snacks,1.0,,BRITANNIA Good Day CASHEW COOKIES PelSgient 52.5 CashewCookies
ok,Exo Round 20Rs,exo-round-20rs.jpg,Household,1.0,,ANTI-BACTERIAL EXO ROUND GINGER TWIST Power of CYCLOZAN FREE* PUSHSEAL R10/- DOWN TO OPEN
ok,Harpic Drain Xpert50G,harpic-drain-xpert50g.jpg,Household,1.0,,PACKOF 12 NEW HARPIC DRAIN XPERT POWDER 30 CLEARSDRAINPIPES* MELTSHAIR&GREASE INUTES
ok,Cello Vigo 500,cello-vigo-500.jpg,Kitchen Accessories,1.0,,cello Vigo
ok,Maggi 20Rs,maggi-20rs.jpg,Pasta & Noodles,1.0,,EXPORT PACK Maggi Authentic Indian Noodles masala* SIMPLY GOOD *SPICEMIXPACKETISIDE Madewithquaityspices PER1PACKAGE NETWT2.46OZ(70g)
ok,Brit Jimjam 10Rs,brit-jimjam-10rs.png,Bakery & Snacks,1.0,,JIMIAM Jim Jam 57
ok,Brit Nice Time 10Rs,brit-nice-time-10rs.png,Bakery & Snacks,1.0,,BRITANNIA
ok,Parle-G 5Rs,parle-g-5rs.jpg,Bakery & Snacks,1.0,,Parle- PARLE Parle Parle-G GOLD Parle GforGenlkus PARLE PARLE Parle-G Parle-G GOLD Criginaf G BISOUITS Parle-GoD
ok,Appy 10Rs,appy-10rs.png,Beverages,1.0,,Apple Juice Drink APPY
ok,Lotte Choco Pie Rs 10,lotte-choco-pie-rs-10.webp,Chocolates & Candies,1.0,,"ORIGINAL OLOTTE Lotte gether Forever Choco Pie withRichMarshmallow Premium Quality INDIA'S, No. CHOCOPIE No Preservatives NoArtificial Colours X18"
ok,Hatsun Buttermilk,hatsun-buttermilk.jpg,Dairy & Fats,1.0,,HATSUN Jeera Buttermilk Refreshingly Creamy Ner Qunts 140ml
ok,Hit Red 200Ml,hit-red-200ml.jpg,Household,1.0,,200 ml NEW HIT Cockroach Red HIT MORE POWER KILLS HIDDEN COCKROACHES
ok,Yippee Magic Masala 140G,yippee-magic-masala-140g.jpg,Pasta & Noodles,1.0,,"Sunfeast Eight inOnepack Yilfee aGic noodles asala SOURCEOF CALCIUM PROTEIN IRON' VITAMIN C"" FOLICACIDI ServingSuggestion stantNoodles (Fied) east"
ok,Col Zig-Zag Brush,col-zig-zag-brush.jpg,Personal Care,1.0,,ZIGZAG+ ANTI-BACTERIAL Colgate
ok,Brit Little Hearts-10Rs,brit-little-hearts-10rs.jpg,Bakery & Snacks,1.0,,BAG.OF HEARIS ART NAUGHTY HEARTS #BAGDFHEARIS LITTLE HEARTS YOUTME AND OVE BRITANNIA HEROTS LiTTLE LETS AKIS LITTLE HEARTS ICHUPL HELLOT CLASSIC LITLE EVERYW LTTLE HEARIS JEARTS HEARTS EVERTWHERE LETS CA BIG LITTLE H 1OU+ME BAG CEMEAKTS AND OUR LITTLE HEAKES NAGHTI FHEAS L-0-V-E LITTLE HEAI LITTLEHE
ok,Brit Milk Bikis-15,brit-milk-bikis-15.jpg,Bakery & Snacks,1.0,,BISCUITS BRITANNIA 5PACKSFOR AppaxBisu Per13g serve
ok,Brit Nc Digestive Offer,brit-nc-digestive-offer.jpg,Bakery & Snacks,1.0,,BRITANNIA Digestive
ok,Jj Snacks 60,jj-snacks-60.jpg,Bakery & Snacks,1.0,,SRIOCHANDAMMAN Snacks 25 avajothi Brothers
ok,Par Happy Cookies 5Rs,par-happy-cookies-5rs.png,Bakery & Snacks,1.0,,PARLE Happy Choco Chip 31.5 Cookies
